name,name_fasta,HA_segID,Subtype,original_clade,Clade_group,Domestic_Status,zoonotic_case,date,set,RBS_23full,RBS_26full,ENZ_23SLN,ENZ_26SLN,SBS_23SLN,SBS_26SLN,stalk,stalk_scale,zoonotic_scale,X88,X98,X110,X156,X284,X298,mean_rmsdRBS23,PB2_627,PB2_631,PA_497,HA_147,PB2_627_bin,PB2_631_cat,PA_497_bin,HA_147_bin,Zoo_bin,Bal23,Bal26,stalk_bin,stalk_cat,Host_cat,Bal23_cat5,Bal26_cat5,mLTDC
H5N1|A/chicken/Florida/24-029152-003/2024|EPI3678984|2024-10-02,H5N1|A/chicken/Florida/24-029152-003/2024|EPI3678984|2024-10-02,EPI3678984,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Domestic,non-zoonotic,2024.10.2,bovine,-40.18578154,-39.85324464,-34.07582451,-23.38956717,-39.1005863,-50.00981807,long,0.5,-0.5,NA,NA,NA,NA,NA,NA,NA,E,M,K,V,0,0,0,0,0,0.589652373,0.851944894,1,2,0,1,1,2
H5N1|A/chicken/Germany-BY/2023AI04818-AK5023/2023|EPI2778891|2023-05-22,H5N1|A/chicken/Germany-BY/2023AI04818-AK5023/2023|EPI2778891|2023-05-22,EPI2778891,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Domestic,non-zoonotic,2023.5.22,avian,-40.22000834,-40.06888984,-34.63346,-27.93375,-42.28593,-40.64855,long,0.5,-0.5,2.412912343,1.158433975,1.083010317,1.546440509,1.114676791,1.29890944,4.499685259,E,M,K,V,0,0,0,0,0,0.580652472,0.717212867,1,2,0,0,0,4
H5N1|A/chicken/Germany-MV/2024AI00860/2024|EPI3158602|2024-02-02,H5N1|A/chicken/Germany-MV/2024AI00860/2024|EPI3158602|2024-02-02,EPI3158602,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Domestic,non-zoonotic,2024.2.2,avian,-35.25322242,-39.9494102,-34.57634,-24.09466,-12.77977,-11.32853,long,0.5,-0.5,2.312932812,1.19064033,1.282992774,1.804881518,1.285446483,1.390654384,3.612593625,E,M,K,V,0,0,0,0,0,0.509788231,0.829009627,1,2,0,0,0,4
H5N1|A/chicken/Germany-NW/2025AI02681/2025|EPI4408551|2025-04-11,H5N1|A/chicken/Germany-NW/2025AI02681/2025|EPI4408551|2025-04-11,EPI4408551,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Domestic,non-zoonotic,2025.4.11,bovine,-39.61087394,-40.10712132,-34.48607172,-23.87130071,-39.64528351,-50.55391222,long,0.5,-0.5,NA,NA,NA,NA,NA,NA,NA,E,M,K,V,0,0,0,0,0,0.574302493,0.840069877,1,2,0,0,1,2
H5N1|A/chicken/Germany-SN/2024AI01300/2024|EPI3158618|2024-02-27,H5N1|A/chicken/Germany-SN/2024AI01300/2024|EPI3158618|2024-02-27,EPI3158618,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Domestic,non-zoonotic,2024.2.27,avian,-40.17977181,-40.11277455,-34.57634,-24.09466,-12.77977,-11.32853,long,0.5,-0.5,2.196803996,1.12459944,1.064299637,1.897310256,1.089451559,1.243167581,4.408533865,E,M,K,V,0,0,0,0,0,0.581029858,0.83239968,1,2,0,0,0,2
H5N1|A/chicken/Ghana/46/2015|EPI770680|2015-08-07,H5N1|A/chicken/Ghana/46/2015|EPI770680|2015-08-07,EPI770680,H5N1,2.3.2.1f,2.3.2.1,Domestic,non-zoonotic,2015.8.7,avian,-38.06591141,-43.51588059,-30.85004,-21.78395,-20.86419,-21.78331,short,-0.5,-0.5,1.585235415,1.504886105,1.275552002,1.892263059,1.127832133,1.239964367,3.578091633,E,M,K,V,0,0,0,0,0,1.233901525,1.99761203,0,0,0,3,4,0
H5N1|A/chicken/Ha_Tinh/16VTC/2015|EPI1583598|2015-11-17,H5N1|A/chicken/Ha_Tinh/16VTC/2015|EPI1583598|2015-11-17,EPI1583598,H5N1,2.3.2.1,2.3.2.1,Domestic,non-zoonotic,2015.11.17,avian,-37.72757635,-43.24205769,-31.189,-21.97195,-23.97852,-17.67657,short,-0.5,-0.5,1.583688138,1.72788967,1.500860839,1.952371122,1.610164565,1.494386893,4.566601594,E,L,K,V,0,2,0,0,0,1.209643668,1.96805735,0,0,0,3,4,3
H5N1|A/chicken/Ha_Tinh/20VTC/2015|EPI1583636|2015-09-09,H5N1|A/chicken/Ha_Tinh/20VTC/2015|EPI1583636|2015-09-09,EPI1583636,H5N1,2.3.2.1e,2.3.2.1,Domestic,non-zoonotic,2015.9.9,avian,-36.67265997,-42.44710862,-31.02558,-21.78501,-23.9697,-11.34658,short,-0.5,-0.5,1.319170621,1.906367499,1.529415299,2.266894948,1.735689152,1.682075709,5.231051793,E,L,K,V,0,2,0,0,0,1.182013679,1.94845486,0,0,0,3,4,3
H5N1|A/chicken/Hokkaido/22A7T/2022|EPI2751348|2022-10-28,H5N1|A/chicken/Hokkaido/22A7T/2022|EPI2751348|2022-10-28,EPI2751348,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Domestic,non-zoonotic,2022.10.28,avian,-40.11076973,-40.05834307,-34.21706,-23.90914,-37.19464,-34.7986,long,0.5,-0.5,2.136195169,1.431681713,1.501172472,2.048517353,1.748347414,1.61139243,4.861796813,E,M,K,V,0,0,0,0,0,0.586122386,0.837720283,1,2,0,1,0,2
H5N1|A/chicken/Hokkaido/22B9T/2022|EPI2751380|2022-11-07,H5N1|A/chicken/Hokkaido/22B9T/2022|EPI2751380|2022-11-07,EPI2751380,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Domestic,non-zoonotic,2022.11.7,avian,-39.86379533,-40.05588172,-34.36341,-23.97733,-37.19505,-34.76729,long,0.5,-0.5,2.832253948,1.348163178,1.160638856,1.598157566,1.308500191,1.419967281,4.780836653,E,M,K,V,0,0,0,0,0,0.580032589,0.835286534,1,2,0,0,0,4
H5N1|A/chicken/Hokkaido/HU-B102/2023|EPI2550117|2023-03-27,H5N1|A/chicken/Hokkaido/HU-B102/2023|EPI2550117|2023-03-27,EPI2550117,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Domestic,non-zoonotic,2023.3.27,avian,-36.12324563,-39.79465897,-34.15784,-23.8268,-42.15941,-40.48844,long,0.5,-0.5,2.76459093,1.281125362,1.019950886,1.962406569,1.401940179,1.457412143,4.988290837,E,M,K,V,0,0,0,0,0,0.528769466,0.835081903,1,2,0,0,0,2
H5N1|A/chicken/Hokkaido/HU-B202/2023|EPI2550125|2023-04-02,H5N1|A/chicken/Hokkaido/HU-B202/2023|EPI2550125|2023-04-02,EPI2550125,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Domestic,non-zoonotic,2023.4.2,avian,-36.12324563,-39.79465897,-34.15784,-23.8268,-42.15941,-40.48844,long,0.5,-0.5,2.76459093,1.281125362,1.019950886,1.962406569,1.401940179,1.457412143,4.988290837,E,M,K,V,0,0,0,0,0,0.528769466,0.835081903,1,2,0,0,0,2
H5N1|A/chicken/Hubei/2856/2007|EPI174651|2007-01-29,H5N1|A/chicken/Hubei/2856/2007|EPI174651|2007-01-29,EPI174651,H5N1,2002.3.4,2002.3.4,Domestic,non-zoonotic,2007.1.29,avian,-37.84888081,-42.91241064,-31.3884,-22.18115,-37.88395,-32.41664,short,-0.5,-0.5,1.777730443,2.011129877,1.755850914,2.407553193,2.202091934,1.874072456,4.564067729,E,M,K,V,0,0,0,0,0,1.205823833,1.934634166,0,0,0,3,4,3
H5N1|A/CHICKEN/Hunan/1_61/2010|MW676346|2010-01-01,H5N1|A/CHICKEN/Hunan/1_61/2010|MW676346|2010-01-01,MW676346,H5N1,2.3.2.1,2.3.2.1,Domestic,non-zoonotic,2010.1.1,avian,-37.20783017,-42.42572009,-31.40096,-22.25261,-29.86621,-26.32957,short,-0.5,-0.5,1.573021259,1.537843437,1.655298298,1.988164755,2.221136924,2.046059986,4.336191235,E,M,K,V,0,0,0,0,0,1.184926517,1.906550292,0,0,0,3,3,4
H5N1|A/CHICKEN/Hunan/108/2010|MW676353|2010-01-01,H5N1|A/CHICKEN/Hunan/108/2010|MW676353|2010-01-01,MW676353,H5N1,2.3.2.1,2.3.2.1,Domestic,non-zoonotic,2010.1.1,avian,-36.62361397,-42.403484,-31.57723,-22.52078,-37.56155,-32.1519,short,-0.5,-0.5,1.654214197,2.14559014,1.478242024,2.30373059,1.714056375,1.737281927,6.14123506,E,M,K,V,0,0,0,0,0,1.15981085,1.882860363,0,0,0,2,3,3
H5N1|A/CHICKEN/Hunan/1117/2010|MW676352|2010-01-01,H5N1|A/CHICKEN/Hunan/1117/2010|MW676352|2010-01-01,MW676352,H5N1,2.3.2.1,2.3.2.1,Domestic,non-zoonotic,2010.1.1,avian,-37.15275272,-42.46559013,-31.19616,-22.08456,-37.4478,-32.15362,short,-0.5,-0.5,1.925237673,1.840411926,1.541759635,2.100359335,1.612330478,1.475087872,4.481936255,E,M,K,V,0,0,0,0,0,1.190939934,1.922863309,0,0,0,3,3,0
H5N1|A/CHICKEN/Hunan/118/2010|MW676351|2010-01-01,H5N1|A/CHICKEN/Hunan/118/2010|MW676351|2010-01-01,MW676351,H5N1,2.3.2.1,2.3.2.1,Domestic,non-zoonotic,2010.1.1,avian,-37.55306414,-42.63130906,-31.22738,-22.10775,-37.41397,-32.119,short,-0.5,-0.5,1.216118378,2.098394408,1.355148043,2.372933125,1.467127793,1.723551289,4.250505976,E,M,K,V,0,0,0,0,0,1.20256852,1.928342281,0,0,0,3,4,4
H5N1|A/CHICKEN/Hunan/127/2010|MW676349|2010-01-01,H5N1|A/CHICKEN/Hunan/127/2010|MW676349|2010-01-01,MW676349,H5N1,2.3.2.1,2.3.2.1,Domestic,non-zoonotic,2010.1.1,avian,-36.63375273,-42.40596261,-31.17647,-22.06325,-37.41249,-32.15483,short,-0.5,-0.5,1.70386201,1.758282877,1.390542003,1.895864953,1.363834978,1.438286361,3.407398406,E,M,K,V,0,0,0,0,0,1.175044921,1.922017953,0,0,0,3,3,4
H5N1|A/CHICKEN/Hunan/143_2/2011|MW676347|2011-03-01,H5N1|A/CHICKEN/Hunan/143_2/2011|MW676347|2011-03-01,MW676347,H5N1,2.3.2.1,2.3.2.1,Domestic,non-zoonotic,2011.3.1,avian,-37.4240426,-42.48646662,-31.23356,-22.11396,-37.42888,-32.14655,short,-0.5,-0.5,1.584917816,1.636303506,1.422763027,2.387131769,1.567196796,1.556785367,4.293944223,E,M,K,V,0,0,0,0,0,1.198199712,1.921250948,0,0,0,3,3,3
H5N1|A/CHICKEN/Hunan/354/2010|MW676342|2010-01-01,H5N1|A/CHICKEN/Hunan/354/2010|MW676342|2010-01-01,MW676342,H5N1,2.3.2.1,2.3.2.1,Domestic,non-zoonotic,2010.1.1,avian,-37.17791331,-42.3767156,-27.65662,-22.06393,-37.3856,-32.1763,short,-0.5,-0.5,1.556427829,1.490805767,2.179861293,2.11028369,1.171544645,1.167339402,4.199466135,E,M,K,V,0,0,0,0,0,1.344268147,1.92063316,0,0,0,4,3,3
H5N1|A/chicken/Ibaraki/22F4T/2023|EPI2751540|2023-02-10,H5N1|A/chicken/Ibaraki/22F4T/2023|EPI2751540|2023-02-10,EPI2751540,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Domestic,non-zoonotic,2023.2.10,avian,-38.6215857,-39.6209084,-31.58833,-24.1119,-42.32844,-40.64003,long,0.5,-0.5,1.698761029,1.89215831,1.305265079,2.102181357,1.639607207,1.6055427,7.599135458,E,M,K,V,0,0,0,0,0,0.611326805,0.821604859,1,2,0,2,0,2
H5N1|A/chicken/India/01CA06/2012|EPI585428|2012-01-04,H5N1|A/chicken/India/01CA06/2012|EPI585428|2012-01-04,EPI585428,H5N1,2.3.2.1a,2.3.2.1,Domestic,non-zoonotic,2012.1.4,avian,-37.50401718,-42.6975869,-31.43081,-22.31854,-37.45184,-32.12241,short,-0.5,-0.5,2.042761641,1.76847785,1.565859113,2.02295382,1.559828417,1.787124313,4.339159363,E,M,K,V,0,0,0,0,0,1.193224647,1.913099463,0,0,0,3,3,0
H5N1|A/chicken/India/100071/2008|EPI372239|2008-03-15,H5N1|A/chicken/India/100071/2008|EPI372239|2008-03-15,EPI372239,H5N1,2002.2.2,2.2,Domestic,non-zoonotic,2008.3.15,avian,-37.01306006,-42.38539088,-30.53001,-21.63659,-37.13792,-31.80875,short,-0.5,-0.5,1.994230729,1.467950944,1.34623566,2.148561214,1.362033688,1.260990736,3.904239044,K,M,K,V,1,0,0,0,0,1.21235008,1.958968159,0,0,0,3,4,3
H5N1|A/chicken/India/241272/2010|EPI372247|2010-01-18,H5N1|A/chicken/India/241272/2010|EPI372247|2010-01-18,EPI372247,H5N1,2002.2.2,2.2,Domestic,non-zoonotic,2010.1.18,avian,-36.76419656,-42.20617864,-30.76932,-21.4284,-36.98116,-31.61447,short,-0.5,-0.5,1.724497455,1.761455159,1.448302436,2.418624579,1.690492433,1.45556823,3.750039841,K,M,K,V,1,0,0,0,0,1.194832923,1.969637427,0,0,0,3,4,0
H5N1|A/chicken/India/816720/2008|MK392500|2008-12-14,H5N1|A/chicken/India/816720/2008|MK392500|2008-12-14,MK392500,H5N1,2.2.2.1,2.2,Domestic,non-zoonotic,2008.12.14,avian,-38.04414363,-42.68835912,-31.15378,-21.88243,-37.31593,-31.91704,short,-0.5,-0.5,1.82475795,1.814311712,1.547644454,2.793344847,1.298166724,1.375269378,5.554438247,E,M,K,V,0,0,0,0,0,1.221172636,1.950805241,0,0,0,3,4,2
H5N1|A/chicken/India/81766/2008|EPI372255|2008-01-19,H5N1|A/chicken/India/81766/2008|EPI372255|2008-01-19,EPI372255,H5N1,2002.2.2,2.2,Domestic,non-zoonotic,2008.1.19,avian,-36.81399593,-42.30811848,-30.74406,-21.43966,-37.02533,-31.68174,short,-0.5,-0.5,1.825761673,2.02138643,1.271013628,2.70373292,2.135573417,1.80035978,5.655517928,K,M,K,V,1,0,0,0,0,1.197434429,1.973357716,0,0,0,3,4,0
H5N1|A/chicken/India/82580/2008|EPI438865|2008-01-23,H5N1|A/chicken/India/82580/2008|EPI438865|2008-01-23,EPI438865,H5N1,2002.2.2,2.2,Domestic,non-zoonotic,2008.1.23,avian,-37.65647312,-43.22283605,-30.9438,-21.7008,-37.12716,-31.71762,short,-0.5,-0.5,1.438205028,2.096141713,1.249577155,2.605704333,1.442728643,1.821038145,6.353665339,K,M,K,V,1,0,0,0,0,1.216931118,1.991762334,0,0,0,3,4,0
H5N1|A/chicken/India/82616/2008|EPI438873|2008-01-24,H5N1|A/chicken/India/82616/2008|EPI438873|2008-01-24,EPI438873,H5N1,2002.2.2,2.2,Domestic,non-zoonotic,2008.1.24,avian,-36.66559265,-42.20661308,-32.09561,-22.59498,-37.10737,-31.76416,short,-0.5,-0.5,1.779597553,1.856822673,1.518519491,2.30064729,1.458989794,1.359303425,4.494920319,K,M,K,V,1,0,0,0,0,1.142386534,1.867964171,0,0,0,2,3,0
H5N1|A/chicken/India/CA0302/2011|EPI352323|2011-03-06,H5N1|A/chicken/India/CA0302/2011|EPI352323|2011-03-06,EPI352323,H5N1,2.3.2.1a,2.3.2.1,Domestic,non-zoonotic,2011.3.6,avian,-37.55530938,-42.65756958,-31.42938,-22.32187,-37.4474,-32.10829,short,-0.5,-0.5,1.451519401,1.808690645,1.341214814,1.777886185,1.449093421,1.379237339,4.948290837,E,M,K,V,0,0,0,0,0,1.19491092,1.911021325,0,0,0,3,3,0
H5N1|A/chicken/Indonesia/7/2003|EPI115476|2003-12-20,H5N1|A/chicken/Indonesia/7/2003|EPI115476|2003-12-20,EPI115476,H5N1,2002.1.1,others,Domestic,non-zoonotic,2003.12.20,avian,-37.00166434,-42.55200018,-31.2838,-22.12978,-37.28733,-31.95439,short,-0.5,-0.5,1.555823037,1.714729715,1.487735564,2.505062817,1.538454873,1.793409122,6.058737052,E,M,K,V,0,0,0,0,0,1.182773971,1.922838825,0,0,0,3,3,4
H5N1|A/chicken/Iowa/22-033362-001/2022|EPI2263931|2022-10-19,H5N1|A/chicken/Iowa/22-033362-001/2022|EPI2263931|2022-10-19,EPI2263931,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Domestic,non-zoonotic,2022.10.19,avian,-40.1183755,-40.1005868,-33.95552,-23.53808,-42.02823,-40.36833,long,0.5,-0.5,2.557545762,1.205585003,0.945324277,1.990968068,1.125699276,1.373333662,5.332310757,K,M,K,V,1,0,0,0,0,0.590748949,0.851823658,1,2,0,1,1,1
H5N1|A/chicken/Iowa/22-035569-001/2022|EPI2263658|2022-11-06,H5N1|A/chicken/Iowa/22-035569-001/2022|EPI2263658|2022-11-06,EPI2263658,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Domestic,non-zoonotic,2022.11.6,avian,-40.06799491,-40.07171126,-34.13241,-23.64905,-42.16098,-40.48644,long,0.5,-0.5,2.637477503,1.287468756,1.138246212,1.803127127,1.335945454,1.430459348,5.899135458,E,M,K,V,0,0,0,0,0,0.586949397,0.847216088,1,2,0,1,1,3
H5N1|A/chicken/Iowa/23-032138-001/2023|EPI2870162|2023-10-22,H5N1|A/chicken/Iowa/23-032138-001/2023|EPI2870162|2023-10-22,EPI2870162,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Domestic,non-zoonotic,2023.10.22,avian,-40.07706749,-40.08933503,-34.54218,-27.83043,-42.36309,-40.55905,long,0.5,-0.5,2.437924234,1.366152105,1.058164031,1.913253566,1.237640744,1.500954195,4.160342629,E,M,K,V,0,0,0,0,0,0.580117808,0.720242825,1,2,0,0,0,2
H5N1|A/chicken/Iowa/23-037208-002/2023|EPI3277811|2023-11-22,H5N1|A/chicken/Iowa/23-037208-002/2023|EPI3277811|2023-11-22,EPI3277811,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Domestic,non-zoonotic,2023.11.22,avian,-36.36706055,-40.08530656,-34.12218,-23.67828,-42.17092,-40.49318,long,0.5,-0.5,1.776449999,1.461851239,1.168567464,1.976164785,1.483604656,1.519675886,5.510386454,E,M,K,V,0,0,0,0,0,0.532894741,0.846457314,1,2,0,0,1,4
H5N1|A/chicken/Iowa/24-037490-002/2024|EPI3901625|2024-12-13,H5N1|A/chicken/Iowa/24-037490-002/2024|EPI3901625|2024-12-13,EPI3901625,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Domestic,non-zoonotic,2024.12.13,bovine,-39.97676488,-40.09520351,-34.29097474,-23.57861149,-39.60189365,-50.48463742,long,0.5,-0.5,NA,NA,NA,NA,NA,NA,NA,E,M,K,V,0,0,0,0,0,0.582905053,0.850245222,1,2,0,1,1,4
H5N1|A/chicken/Iowa/24-037491-001/2024|EPI3901633|2024-12-13,H5N1|A/chicken/Iowa/24-037491-001/2024|EPI3901633|2024-12-13,EPI3901633,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Domestic,non-zoonotic,2024.12.13,bovine,-40.41253553,-40.24227907,-34.31185102,-23.58398298,-39.60222971,-50.48528959,long,0.5,-0.5,NA,NA,NA,NA,NA,NA,NA,E,M,K,V,0,0,0,0,0,0.588900545,0.853169694,1,2,0,1,1,3
H5N1|A/chicken/Italy/23VIR10336-32/2023|EPI2820741|2023-11-16,H5N1|A/chicken/Italy/23VIR10336-32/2023|EPI2820741|2023-11-16,EPI2820741,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Domestic,non-zoonotic,2023.11.16,avian,-39.91102804,-39.99217491,-34.48916,-24.11966,-42.60962,-40.93056,long,0.5,-0.5,2.843590294,1.198529996,1.227177334,1.731745457,1.198848648,1.307340912,4.724067729,E,M,K,V,0,0,0,0,0,0.578602495,0.829036871,1,2,0,0,0,4
H5N1|A/chicken/Jiangsu/2477/2014|EPI621173|2014-06-17,H5N1|A/chicken/Jiangsu/2477/2014|EPI621173|2014-06-17,EPI621173,H5N1,2.3.2.1f,2.3.2.1,Domestic,non-zoonotic,2014.6.17,avian,-37.58072048,-43.0753452,-31.4251,-22.29372,-18.64379,-17.81087,short,-0.5,-0.5,1.308684305,1.5852963,1.005006947,1.933370262,1.786530372,1.37376633,4.532003984,E,M,K,V,0,0,0,0,0,1.195882288,1.932173958,0,0,0,3,4,3
H5N1|A/chicken/Jiangsu/927/2013|EPI621165|2013-11-18,H5N1|A/chicken/Jiangsu/927/2013|EPI621165|2013-11-18,EPI621165,H5N1,2.3.2.1f,2.3.2.1,Domestic,non-zoonotic,2013.11.18,avian,-37.20783017,-42.42572009,-31.20434,-22.09382,-29.98144,-26.21581,short,-0.5,-0.5,1.573021259,1.537843437,1.655298298,1.988164755,2.221136924,2.046059986,4.336191235,E,M,K,V,0,0,0,0,0,1.192392794,1.920252817,0,0,0,3,3,0
H5N1|A/chicken/Jiangxi/04_01__NCDZT0010-O/2015_H9N9_|EPI656522|2015-04-01,H5N1|A/chicken/Jiangxi/04_01_NCDZT0010-O/2015_H9N9_|EPI656522|2015-04-01,EPI656522,H5N1,2.3.2.1f,2.3.2.1,Domestic,non-zoonotic,2015.4.1,avian,-37.68511703,-43.12633596,-31.41093,-22.25742,-29.85165,-26.30832,short,-0.5,-0.5,2.295219799,1.824552567,1.275242164,1.754310096,1.584294449,1.326486832,4.912673307,E,M,K,V,0,0,0,0,0,1.199745344,1.937616128,0,0,0,3,4,4
H5N1|A/chicken/Jilin/04_12_MHK003-O/2015_H5N1_|EPI657202|2015-04-12,H5N1|A/chicken/Jilin/04_12_MHK003-O/2015_H5N1_|EPI657202|2015-04-12,EPI657202,H5N1,2.3.2.1f,2.3.2.1,Domestic,non-zoonotic,2015.4.12,avian,-37.78980937,-43.32386891,-31.57665,-22.46957,-24.18859,-17.93603,short,-0.5,-0.5,1.50474905,1.990107042,1.366713836,2.091280905,1.551434723,1.645664312,5.125669323,E,M,K,V,0,0,0,0,0,1.196764361,1.928112951,0,0,0,3,4,0
H5N1|A/chicken/Kagoshima/TU13-3_4/2022|LC718282|2022-04-13,H5N1|A/chicken/Kagoshima/TU13-3_4/2022|LC718282|2022-04-13,LC718282,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Domestic,non-zoonotic,2022.4.13,avian,-40.39984391,-39.96339103,-33.3889,-26.51807,-42.13525,-40.48638,long,0.5,-0.5,1.946762415,1.595761061,1.256750933,1.885896459,1.30047444,1.379263664,4.013800797,E,M,K,V,0,0,0,0,0,0.604989142,0.753512436,1,2,0,2,0,1
H5N1|A/chicken/Kansas/23-039958-001-original/2023|EPI3447144|2023-12-16,H5N1|A/chicken/Kansas/23-039958-001-original/2023|EPI3447144|2023-12-16,EPI3447144,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Domestic,non-zoonotic,2023.12.16,avian,-40.05699502,-40.13138189,-34.12218,-23.67828,-42.17092,-40.49318,long,0.5,-0.5,1.981808491,1.066581442,1.256238723,1.629687293,1.089293409,1.322635911,3.484330677,E,M,K,V,0,0,0,0,0,0.586964183,0.847430259,1,2,0,1,1,2
H5N1|A/chicken/Korea/H384/2022|EPI2540776|2022-04-07,H5N1|A/chicken/Korea/H384/2022|EPI2540776|2022-04-07,EPI2540776,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Domestic,non-zoonotic,2022.4.7,avian,-38.32799234,-37.95187452,-33.55164,-26.84635,-42.42448,-40.75278,long,0.5,-0.5,2.438030812,1.868476471,1.189170371,1.853433432,1.357153266,1.500664033,4.216689243,E,M,K,V,0,0,0,0,0,0.571179119,0.706834905,1,2,0,0,0,3
H5N1|A/chicken/Krasnodar/300/07|EPI125411|2007-09-05,H5N1|A/chicken/Krasnodar/300/07|EPI125411|2007-09-05,EPI125411,H5N1,2002.2.2,2.2,Domestic,non-zoonotic,2007.9.5,avian,-36.78285096,-42.17602781,-30.33554,-20.36945,-33.83829,-30.46139,short,-0.5,-0.5,1.504033613,1.795137364,1.561932239,2.723514742,1.840357511,1.320973845,4.436059761,K,M,K,V,1,0,0,0,0,1.212533252,2.070553098,0,0,0,3,4,4
H5N1|A/chicken/Kumamoto/21A8T/2021|EPI2885070|2021-12-03,H5N1|A/chicken/Kumamoto/21A8T/2021|EPI2885070|2021-12-03,EPI2885070,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Domestic,non-zoonotic,2021.12.3,avian,-40.29841681,-40.00218117,-33.329,-22.95041,-40.52933,-39.15333,long,0.5,-0.5,2.579983099,1.363191294,1.186826786,2.056773613,1.700062995,1.542141835,6.122059761,E,M,K,V,0,0,0,0,0,0.604554844,0.871491646,1,2,0,2,2,3
H5N1|A/chicken/Laos/C1786/2023|EPI2807962|2023-05-16,H5N1|A/chicken/Laos/C1786/2023|EPI2807962|2023-05-16,EPI2807962,H5N1,2.3.2.1e,2.3.2.1,Domestic,non-zoonotic,2023.5.16,avian,-37.94950175,-43.47906443,-30.81112,-21.59549,-22.92549,-19.40914,short,-0.5,-0.5,1.42815537,1.706562635,1.102705788,1.631927021,1.570594024,1.334843872,4.340908367,E,M,K,V,0,0,0,0,0,1.231681995,2.013340027,0,0,0,3,4,0
H5N1|A/chicken/Laos/M-FA00588/2022|EPI2733738|2022-04-26,H5N1|A/chicken/Laos/M-FA00588/2022|EPI2733738|2022-04-26,EPI2733738,H5N1,2.3.2.1e,2.3.2.1,Domestic,non-zoonotic,2022.4.26,avian,-37.5878316,-43.29056711,-30.84572,-21.59022,-20.23609,-17.33994,short,-0.5,-0.5,1.345422029,1.799515683,1.635932729,2.339037347,2.360705763,1.449814073,4.830438247,E,M,K,V,0,0,0,0,0,1.218575271,2.005100787,0,0,0,3,4,3
H5N1|A/chicken/Laos/NL-1502337/2017|EPI1353790|2017-07-11,H5N1|A/chicken/Laos/NL-1502337/2017|EPI1353790|2017-07-11,EPI1353790,H5N1,2.3.2.1e,2.3.2.1,Domestic,non-zoonotic,2017.7.11,avian,-36.56201349,-42.39059735,-31.09147,-22.04819,-20.65809,-19.60507,short,-0.5,-0.5,1.324638723,2.386434901,1.383541021,2.286252938,2.03722507,2.180362772,5.969884462,E,L,K,V,0,2,0,0,0,1.175949979,1.922633892,0,0,0,3,3,0
H5N1|A/chicken/Laos/NL-1503023/2017|EPI1353798|2017-09-15,H5N1|A/chicken/Laos/NL-1503023/2017|EPI1353798|2017-09-15,EPI1353798,H5N1,2.3.2.1e,2.3.2.1,Domestic,non-zoonotic,2017.9.15,avian,-37.56410217,-42.53905939,-32.34691,-21.59736,-29.97794,-26.41127,short,-0.5,-0.5,1.560267006,1.641737349,1.542757562,2.119080815,1.570237493,1.43183642,4.79587251,E,L,K,V,0,2,0,0,0,1.161288734,1.969641632,0,0,0,2,4,0
H5N1|A/chicken/Laos/NL-1621312/2016|EPI1851005|2016-07-01,H5N1|A/chicken/Laos/NL-1621312/2016|EPI1851005|2016-07-01,EPI1851005,H5N1,2.3.2.1e,2.3.2.1,Domestic,non-zoonotic,2016.7.1,avian,-36.62583845,-42.44782632,-31.62637,-22.53135,-33.82593,-27.19918,short,-0.5,-0.5,1.356047496,1.781876041,1.255666731,1.999642124,1.787087489,1.443320491,5.016760956,E,L,K,V,0,2,0,0,0,1.158079111,1.883945095,0,0,0,2,3,3
H5N1|A/chicken/Lesotho/341_10/2021|OL477469|2021-05-29,H5N1|A/chicken/Lesotho/341_10/2021|OL477469|2021-05-29,OL477469,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Domestic,non-zoonotic,2021.5.29,avian,-40.22000834,-40.06888984,-34.35164,-23.98231,-42.59589,-40.90396,long,0.5,-0.5,2.412912343,1.158433975,1.083010317,1.546440509,1.114676791,1.29890944,4.499685259,E,M,K,V,0,0,0,0,0,0.585416131,0.835384286,1,2,0,1,0,4
